 address,district_title,deputies
"вулиця Олімпійська 370, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Олімпійська 408, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Олімпійська 59, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Олімпійська 61, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Олімпійська 71, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Олімпійська 73, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Олімпійська 75, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Олімпійська 77, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Олімпійська 79, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Олімпійська 98, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Олімпійська 99, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Орловска 4, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Орловска 7, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Осипенка 14, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Осипенка 24, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Осипенка 51, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Очакова 2, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Очакова 30, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Очаковська 50, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Очаковська 56, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Очаковська 9, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Павлова 20, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Павлова 27-29, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Павлова 33, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Панаса Мирного 11, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Панфілова 116, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Панфілова 126, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Панфілова 130, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Панфілова 134, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Панфілова 24, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Панфілова 30, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Панфілова 95, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Папаніна 21, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Паралельна 12а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Паралельна 20, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Паралельна 4, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Паралельна 44, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Парашутна 11, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Парашутна 30, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Парашутна 45, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Парашутна 49, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Парашутна 6/2, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Парашутна 8/2, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Паризької Комуни 12а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Паризької Комуни 15а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Паризької Комуни 32, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Паризької Комуни 38а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Паровозна 1, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Партизанска 12, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Партизанска 15а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Партизанска 32, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Партизанска 48, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Парусна 32/3, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Парусна 65, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пархоменка 26а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пархоменка 33, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пархоменка 35А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пархоменка 46, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пархоменка 5, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пархоменка 52б, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пархоменка 64а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пархоменка 80, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 1, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 11, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 15, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 23/27, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 24, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 24/27, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 25а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 26, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 27, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 3, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 30, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 32, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 33, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 34, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 35, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 35/38, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 37, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 39, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 40, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 41, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 42, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 44, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 46, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 47, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 48, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 50, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 52, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 54, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 58, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 60, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 61, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 64-а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 64, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 64а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 66, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 67, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 68, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 73, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 74, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 77, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 79, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 83, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 84, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 85, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 87, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пашковського 97, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Переможна  7, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 109, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 13, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 134, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 136, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 15, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 163, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 179а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 179д, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 19, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 27, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 40, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 42, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 45, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 61, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 89, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 91, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Перша Слободка 95, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Першотравнева 21, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Першотравнева 23, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Першотравнева 25А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Першотравнева 31, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Першотравнева 46, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Першотравнева 54, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пестеля 12, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пестеля 24, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 100, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 102, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 103, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 104, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 106, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 107, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 108, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 109, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 110, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 111, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 112, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 114, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 114А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 116, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 116а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 122, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 126, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 25А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 4, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 58, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 7, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 75, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 77, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 80, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 81, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 82, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 82А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 84, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 86, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 88, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 90, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 92, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 94, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 95, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 97, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 98, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пилипа Орлика 99, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Писарева 28, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Південна 12, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Південна 14, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Північна 25А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Північна 31/23, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Північна 32, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Північна 40, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Підгірний 14, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Підгірний 16, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Підгірний 231, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Підгірний 5, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Підсніжна 17, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Підсніжна 19, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Підсніжна 25А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Підсніжна 27а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пілотів 23, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Піонера Балабухи 104, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Піонера Балабухи 106, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Піонера Балабухи 108, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Планова 1, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Плотинна 4а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повітрофлотська 18, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повітрофлотська 28/45, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повітрофлотська 29, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повітрофлотська 33, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повітрофлотська 35, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повітрофлотська 4, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повітрофлотська 5, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повстання 10, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повстання 29а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повстання 32, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повстання 50, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повстання 51а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Повстання 52, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Подгорная 14, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Покришкіна 11, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Покришкіна 13, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Покришкіна 16, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Покришкіна 20, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Покришкіна 25А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Покришкіна 9, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Покришкіна 99, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полєтаєва Ф.А. (Полєтаєва Н.Г.), Лівобережний (Орджонікідзевський) район, Маріуполь 6, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полєтаєва Ф.А. 11, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полєтаєва Ф.А. 12, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полєтаєва Ф.А. 120, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полєтаєва Ф.А. 25А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полєтаєва Ф.А. 26, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полєтаєва Ф.А. 28, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полєтаєва Ф.А. 44, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полєтаєва Ф.А. 50, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полєтаєва Ф.А. 84, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полєтаєва Ф.А. 90, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полтавська 3, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полтавська 5, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полтавська 7, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полярна 25, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полярна 28, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полярна 29, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Полярна 38, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Попова 16, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Попова 22, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Попова 37, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Попова 37а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Попова 43, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Правди 10, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Правди 25, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Правди 9, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Правобережна 41, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Правобережна 42, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Преображенська 123, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Преображенська 54, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Приазовська 36, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Приазовська 3б, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Приазовська 47, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Прикордонна 1а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Прикордонна 48, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Прикордонна 7, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Прожекторна 49, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Прожекторна 51, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Прожекторна 7, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Прожекторна 7а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Прожекторна 9, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Променева  32а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Променева 24А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Променева 34б, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Променева 36, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Променева 39а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Променева 42, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Променева 47, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Променева 47а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Променева 56а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Променева 65б, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Променева 76, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Промениста 13, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Промениста 50 а, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Промениста 64, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Просторна 16, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Просторна 23, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Профспілкова 11, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пугачова 14, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пугачова 21, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пугачова 37, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пузирева 11, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пулківська 1, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 10, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 12, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 13, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 15, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 19, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 28, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 30, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 54, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 69, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 72, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 74б, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 78, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 86, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 90, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пушкіна 94, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пшенична 104, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Пшенична 124, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Радіаторна 11, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Радіаторна 29, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Радянська 62, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Разіна 15, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Разіна 5, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Ракетна 110, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Ракетна 162, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Ракетна 164, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Ракетна 168/22А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Ракетна 25А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Ракетна 55, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Ракетна 69, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Ракетна 75, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Ракетна 75/77, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Резервуарна 24, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Резервуарна 25, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Резервуарна 27, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Резервуарна 34, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Резервуарна 42, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рельєфна 104, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рельєфна 104А, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рельєфна 104б, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рельєфна 188, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рельєфна 88, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рєпіна 41, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рєпіна 8, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рибна 2, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рибна 24, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Рибна 74, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
"вулиця Ризька 20, Маріуполь",Округ №27,Ткачук Олександр Дмитрович
